eQkpaikka;tili;Kausi;period;eur
5514;31023;2020;10;-43359,62
5514;31093;2020;10;-2919,41
5514;32010;2020;10;-162,9
5514;32060;2020;10;-6057,44
5514;34193;2020;10;-1013,82
5514;53310;2020;10;4275
5514;5377;2020;10;32,96
5514;54310;2020;10;1895,92
5514;54410;2020;10;633,6
5514;54450;2020;10;1417,66
5514;54640;2020;10;75,9
5514;55310;2020;10;1381,05
5514;56310;2020;10;715,56
5514;57000;2020;10;2130,8
5514;58000;2020;10;1071
5514;59000;2020;10;7685,43
5514;60000;2020;10;209,14
5514;60400;2020;10;230
5514;6110;2020;10;33,89
5514;61100;2020;10;61,14
5514;64600;2020;10;1000,88
5514;65700;2020;10;390
5514;8028;2020;10;-0,42
5515;31023;2020;10;-90818,23
5515;31080;2020;10;-20,41
5515;31093;2020;10;-27196,72
5515;32060;2020;10;-251,02
5515;5377;2020;10;34,12
5515;54310;2020;10;2892,54
5515;54330;2020;10;467,56
5515;54410;2020;10;293,53
5515;54470;2020;10;210
5515;54640;2020;10;289,98
5515;54910;2020;10;28,27
5515;55310;2020;10;1412,62
5515;55320;2020;10;99,91
5515;56320;2020;10;468
5515;57000;2020;10;3956,45
5515;58000;2020;10;2316,44
5515;59000;2020;10;7029,85
5515;60000;2020;10;566,1
5515;6110;2020;10;-1521,58
5515;61100;2020;10;760,77
5515;64400;2020;10;86,78
5515;64620;2020;10;104,65
5515;65320;2020;10;850,34
5515;65500;2020;10;4776,6
5515;67500;2020;10;-2488
5516;31023;2020;10;-99147,09
5516;31033;2020;10;-1859,47
5516;31093;2020;10;-34866,46
5516;32133;2020;10;-453,53
5516;5360;2020;10;4970,13
5516;6230;2020;10;47302,12
5516;6800;2020;10;488,02
5517;31023;2020;10;-68785,11
5517;31043;2020;10;-390,25
5517;31093;2020;10;-22670,02
5517;32133;2020;10;-4708,84
5517;34193;2020;10;-100
5517;5360;2020;10;96,77
5517;5385;2020;10;5525
5517;5900;2020;10;4850,51
5517;6230;2020;10;51416,65
5517;6900;2020;10;585
5518;13825;2020;10;1015,74
5518;1396;2020;10;4659,52
5518;13960;2020;10;284105,22
5518;31023;2020;10;-57513,29
5518;31033;2020;10;-5918,4
5518;31043;2020;10;-140
5518;31080;2020;10;-400
5518;31083;2020;10;-1219,92
5518;31093;2020;10;-20801,11
5518;32190;2020;10;-1128,92
5518;34193;2020;10;-896,8
5518;5331;2020;10;3250,35
5518;53315;2020;10;5771,46
5518;53325;2020;10;223,46
5518;53665;2020;10;514,98
5518;5377;2020;10;70,58
5518;54315;2020;10;766,89
5518;54335;2020;10;258,95
5518;54415;2020;10;1120,98
5518;54455;2020;10;364,77
5518;54475;2020;10;239,07
