eQkpaikka;tili;Kausi;period;eur
1079;32193;2020;10;1058,91
1079;5331;2020;10;1082,52
1079;5377;2020;10;45,42
1079;5531;2020;10;1212,32
1079;6110;2020;10;-580,53
1080;31023;2020;10;-19648,39
1080;31323;2020;10;-3808,47
1080;6110;2020;10;-242,57
1080;6211;2020;10;3808,47
1081;31023;2020;10;-19572,54
1081;6110;2020;10;-245,61
1083;31023;2020;10;-116080,97
1083;31083;2020;10;-12108,81
1083;32193;2020;10;-500
1083;5331;2020;10;1082,52
1083;5377;2020;10;55,87
1083;5480;2020;10;272,8
1083;5800;2020;10;500
1083;6220;2020;10;20333,76
1083;6222;2020;10;1287,6
1083;80224;2020;10;-29,41
1085;31023;2020;10;-9067,32
1085;31323;2020;10;-1479,81
1085;6110;2020;10;-241,92
1086;31023;2020;10;-9982,36
1086;31323;2020;10;-7576,94
1086;6110;2020;10;-265,82
1087;31023;2020;10;-9601,63
1087;31323;2020;10;-2398,25
1087;5376;2020;10;248
1087;6110;2020;10;-389,46
1087;6211;2020;10;2398,25
1088;31023;2020;10;-3906
1088;32133;2020;10;519,35
1088;6110;2020;10;-264,72
1092;31023;2020;10;-27301,37
1092;32133;2020;10;-245
1092;5376;2020;10;496
1092;6110;2020;10;-869,91
1092;6800;2020;10;245
1092;6900;2020;10;27578,34
1094;31023;2020;10;-36039,31
1094;31323;2020;10;2580,57
1094;32113;2020;10;-730,97
1094;5331;2020;10;1160,64
1094;5377;2020;10;43,84
1094;6211;2020;10;2742,87
1096;5360;2020;10;14332,2
1096;6110;2020;10;-517,64
1096;6800;2020;10;910,34
1097;31023;2020;10;-42500
1097;31093;2020;10;-13471,67
1097;5377;2020;10;42,94
1097;5431;2020;10;659,68
1097;5433;2020;10;356,43
1097;5445;2020;10;102,92
1097;5448;2020;10;2979,5
1097;5480;2020;10;595,2
1097;5531;2020;10;608,84
1097;5700;2020;10;1602,53
1097;5800;2020;10;906,07
1097;5900;2020;10;3714,12
1097;6000;2020;10;1284,22
1097;6110;2020;10;-922,72
1097;6462;2020;10;673,47
1097;6470;2020;10;12307
1097;6532;2020;10;61,02
1097;6541;2020;10;488,56
1097;6550;2020;10;1158,03
1098;31023;2020;10;-45654,64
1098;32193;2020;10;-1250
1098;5331;2020;10;1160,64
1098;5377;2020;10;41,42
1098;5800;2020;10;1250
1098;6110;2020;10;-226,99
1099;31023;2020;10;-46439,05
1099;32193;2020;10;-153,41
1099;5331;2020;10;1160,64
1099;5377;2020;10;45,42
1099;6110;2020;10;-414,63
1100;31023;2020;10;-45008,69
1100;34193;2020;10;-304,83
1100;5331;2020;10;1160,64
1100;5377;2020;10;45,42
1100;6110;2020;10;-385,51
1100;6300;2020;10;30465,86
1102;31023;2020;10;-59416,95
1102;31093;2020;10;-14786,83
1102;5377;2020;10;54,71
1102;54315;2020;10;1008,79
1102;54415;2020;10;2243,71
1102;54505;2020;10;263,72
1102;54535;2020;10;32,87
1102;56315;2020;10;2119,73
1102;56465;2020;10;114,6
1102;57005;2020;10;1742,74
1102;59005;2020;10;1442,96
1102;60005;2020;10;808,12
1102;6110;2020;10;-771,81
1102;64625;2020;10;285,2
1102;65505;2020;10;371,64
1103;31023;2020;10;-43472,57
1103;31323;2020;10;0,31
1103;34193;2020;10;-304,83
1103;5331;2020;10;1160,64
1103;5377;2020;10;45,38
1103;6110;2020;10;-376,49
1104;31023;2020;10;-36468,63
1104;34193;2020;10;-304,83
1104;5331;2020;10;1160,64
1104;5377;2020;10;43,84
1104;6110;2020;10;-250,97
1105;31023;2020;10;-35880,9
1105;32193;2020;10;-153,41
1105;5331;2020;10;1160,64
1105;5377;2020;10;49,67
1105;5800;2020;10;261
1105;6110;2020;10;-153,35
1107;31023;2020;10;-33088,83
1107;32193;2020;10;-153,41
1107;5331;2020;10;1160,64
1107;5377;2020;10;48,13
1107;6110;2020;10;-132,72
1108;31023;2020;10;-29987,29
1108;32193;2020;10;-245
1108;5331;2020;10;1160,64
1108;5377;2020;10;48,13
1108;5800;2020;10;245
1108;6110;2020;10;-378,48
1109;31023;2020;10;-29686,99
1109;31323;2020;10;5604,72
1109;32113;2020;10;1593,33
1109;32123;2020;10;5788,13
1109;32193;2020;10;-198,96
1109;5331;2020;10;1160,64
1109;5377;2020;10;48,13
1109;5480;2020;10;22,32
1109;5531;2020;10;198,96
1109;6110;2020;10;17,24
1109;6211;2020;10;1930,09
1109;6570;2020;10;4591,1
1111;31023;2020;10;-24734,96
1111;5377;2020;10;41,42
1111;5800;2020;10;245
1111;6110;2020;10;-123,67
1112;31023;2020;10;-25788,88
1112;5331;2020;10;1160,64
1112;5377;2020;10;39,84
1112;6110;2020;10;-407,83
1113;31023;2020;10;-22266,71
1113;32193;2020;10;-640
1113;5331;2020;10;1160,64
1113;5377;2020;10;45,42
1113;5800;2020;10;640
1113;6110;2020;10;-356,06
1115;31023;2020;10;-19994,18
1115;32083;2020;10;-2405,83
1115;32193;2020;10;-153,41
1115;5331;2020;10;1160,64
1115;5377;2020;10;46,96
1115;5700;2020;10;598,59
1115;6110;2020;10;19,88
1117;32113;2020;10;218,19
1117;32123;2020;10;1202,4
1117;5331;2020;10;1257,36
1117;5377;2020;10;54,39
1117;5431;2020;10;272,8
1117;5800;2020;10;609,71
1117;5900;2020;10;327,55
1117;6110;2020;10;23,69
1118;31023;2020;10;-38836,58
1118;31323;2020;10;-5652,04
1118;32193;2020;10;-153,41
1118;5331;2020;10;1160,64
1118;5377;2020;10;43,84
1118;6110;2020;10;369,41
1118;6211;2020;10;5652,04
1119;31023;2020;10;-28902,36
1119;5331;2020;10;1160,64
1119;5377;2020;10;45,42
1119;6110;2020;10;-1242,87
1120;31023;2020;10;-29831,84
1120;32193;2020;10;-153,41
1120;5331;2020;10;1160,64
1120;5377;2020;10;43,84
1120;6110;2020;10;-255,28
1121;31023;2020;10;-22889,87
1121;32123;2020;10;-10334,65
1121;32193;2020;10;-672
1121;3500;2020;10;-6919,43
1121;5331;2020;10;1160,64
1121;5377;2020;10;38,04
1121;6110;2020;10;-125,69
1121;6300;2020;10;5167,31
1122;31023;2020;10;-45978,77
1122;32193;2020;10;-76,47
1122;5331;2020;10;1160,64
1122;5377;2020;10;48,54
1122;5441;2020;10;152,94
1122;5800;2020;10;1286,54
1122;6110;2020;10;-181,07
1123;31023;2020;10;-18292,47
1123;31323;2020;10;-6479,22
1123;6110;2020;10;-518,51
1123;6211;2020;10;6479,22
1124;31023;2020;10;-33210,95
1124;5331;2020;10;1160,64
1124;5377;2020;10;45,42
1124;6110;2020;10;-52,76
1125;31023;2020;10;-8763,36
1125;5331;2020;10;1160,64
1125;5377;2020;10;45,42
1125;6110;2020;10;-138,15
1127;31023;2020;10;-46110,37
1127;32193;2020;10;-153,41
1127;5331;2020;10;1160,64
1127;5377;2020;10;46,96
